"univ","code","spec","ms","pzso"
"Мелітопольський державний педагогічний університет імені Богдана Хмельницького","103","Науки про Землю",0,2
"Мелітопольський державний педагогічний університет імені Богдана Хмельницького","122","Комп'ютерні науки",6,4
"Мелітопольський державний педагогічний університет імені Богдана Хмельницького","205","Лісове господарство",4,0
"Мелітопольський державний педагогічний університет імені Богдана Хмельницького","206","Садово-паркове господарство",2,0
"Мелітопольський державний педагогічний університет імені Богдана Хмельницького","231","Соціальна робота",0,2
"Миколаївський національний аграрний університет","071","Облік і оподаткування",0,7
"Миколаївський національний аграрний університет","072","Фінанси, банківська справа та страхування",0,2
"Миколаївський національний аграрний університет","073","Менеджмент",0,2
"Миколаївський національний аграрний університет","141","Електроенергетика, електротехніка та електромеханіка",0,26
"Миколаївський національний аграрний університет","162","Біотехнології та біоінженерія",0,3
"Миколаївський національний аграрний університет","181","Харчові технології",0,9
"Миколаївський національний аграрний університет","201","Агрономія",0,48
"Миколаївський національний аграрний університет","204","Технологія виробництва та переробки продукції тваринництва",0,56
"Миколаївський національний аграрний університет","208","Агроінженерія",0,44
"Миколаївський національний університет імені В.О. Сухомлинського","012","Дошкільна освіта",14,15
"Миколаївський національний університет імені В.О. Сухомлинського","013","Початкова освіта",26,17
"Миколаївський національний університет імені В.О. Сухомлинського","014","Середня освіта",0,111
"Миколаївський національний університет імені В.О. Сухомлинського","016","Спеціальна освіта",0,11
"Миколаївський національний університет імені В.О. Сухомлинського","017","Фізична культура і спорт",10,10
"Миколаївський національний університет імені В.О. Сухомлинського","035","Філологія",0,1
"Миколаївський національний університет імені В.О. Сухомлинського","053","Психологія",0,4
"Миколаївський національний університет імені В.О. Сухомлинського","071","Облік і оподаткування",5,1
"Миколаївський національний університет імені В.О. Сухомлинського","072","Фінанси, банківська справа та страхування",8,4
"Миколаївський національний університет імені В.О. Сухомлинського","073","Менеджмент",5,0
"Миколаївський національний університет імені В.О. Сухомлинського","091","Біологія",0,1
"Миколаївський національний університет імені В.О. Сухомлинського","105","Прикладна фізика та наноматеріали",0,2
"Миколаївський національний університет імені В.О. Сухомлинського","122","Комп'ютерні науки",0,1
"Миколаївський національний університет імені В.О. Сухомлинського","123","Комп’ютерна інженерія",25,3
"Миколаївський національний університет імені В.О. Сухомлинського","231","Соціальна робота",0,3
"Мукачівський державний університет","012","Дошкільна освіта",15,11
"Мукачівський державний університет","013","Початкова освіта",20,11
"Мукачівський державний університет","014","Середня освіта",5,12
"Мукачівський державний університет","015","Професійна освіта",0,3
"Мукачівський державний університет","025","Музичне мистецтво",5,5
"Мукачівський державний університет","053","Психологія",0,2
"Мукачівський державний університет","072","Фінанси, банківська справа та страхування",0,1
"Мукачівський державний університет","133","Галузеве машинобудування",0,2
"Мукачівський державний університет","182","Технології легкої промисловості",0,2
"Мукачівський державний університет","241","Готельно-ресторанна справа",0,1
"Мукачівський державний університет","242","Туризм",0,1
"Навчально-науковий професійно-педагогічний інститут Української інженерно- педагогічної академії ( м.Бахмут)","015","Професійна освіта",11,7
"Надслучанський інститут Національного університету водного господарства та природокористування","205","Лісове господарство освітня програма: Лісове господарство",10,3
"Національна академія керівних кадрів культури і мистецтв","022","Дизайн",0,5
"Національна академія керівних кадрів культури і мистецтв","023","Образотворче мистецтво, декоративне мистецтво, реставрація",0,5
"Національна академія керівних кадрів культури і мистецтв","024","Хореографія",0,5
"Національна академія керівних кадрів культури і мистецтв","025","Музичне мистецтво",0,5
"Національна академія керівних кадрів культури і мистецтв","026","Сценічне мистецтво",0,5
"Національна академія образотворчого мистецтва і архітектури","023","Образотворче мистецтво, декоративне мистецтво, реставрація",0,86
"Національна академія образотворчого мистецтва і архітектури","191","Архітектура та містобудування освітня програма: Архітектура будівель та споруд",0,20
"Національна металургійна академія України","015","Професійна освіта",5,0
"Національна металургійна академія України","029","Інформаційна, бібліотечна та архівна справа",0,4
"Національна металургійна академія України","051","Економіка",3,0
"Національна металургійна академія України","071","Облік і оподаткування",0,6
"Національна металургійна академія України","072","Фінанси, банківська справа та страхування",3,1
"Національна металургійна академія України","073","Менеджмент",3,3
"Національна металургійна академія України","076","Підприємництво, торгівля та біржова діяльність",0,3
"Національна металургійна академія України","101","Екологія",0,2
"Національна металургійна академія України","122","Комп'ютерні науки",15,16
"Національна металургійна академія України","131","Прикладна механіка",10,13
"Національна металургійна академія України","132","Матеріалознавство",15,2
"Національна металургійна академія України","133","Галузеве машинобудування",22,7
"Національна металургійна академія України","136","Металургія",65,43
"Національна металургійна академія України","141","Електроенергетика, електротехніка та електромеханіка",20,3
"Національна металургійна академія України","144","Теплоенергетика",10,1
"Національна металургійна академія України","151","Автоматизація та комп’ютерно-інтегровані технології",15,7
"Національна металургійна академія України","152","Метрологія та інформаційно-вимірювальна техніка",10,1
"Національна металургійна академія України","161","Хімічні технології та інженерія",10,2
"Національна металургійна академія України","183","Технології захисту навколишнього середовища",4,6
"Національна музична академія України імені П.І. Чайковського","025","Музичне мистецтво",0,150
"Національна музична академія України імені П.І. Чайковського","026","Сценічне мистецтво",0,2
"Національна музична академія України імені П.І. Чайковського","034","Культурологія",0,4
"Національний авіаційний університет","022","Дизайн",7,17
"Національний авіаційний університет","029","Інформаційна, бібліотечна та архівна справа",2,8
"Національний авіаційний університет","035","Філологія",0,8
"Національний авіаційний університет","051","Економіка",10,25
"Національний авіаційний університет","053","Психологія",0,24
"Національний авіаційний університет","054","Соціологія",0,2
"Національний авіаційний університет","061","Журналістика",3,2
"Національний авіаційний університет","071","Облік і оподаткування",0,12
"Національний авіаційний університет","072","Фінанси, банківська справа та страхування",2,18
"Національний авіаційний університет","073","Менеджмент",5,41
"Національний авіаційний університет","075","Маркетинг",8,7
"Національний авіаційний університет","076","Підприємництво, торгівля та біржова діяльність",0,6
"Національний авіаційний університет","081","Право",0,30
"Національний авіаційний університет","101","Екологія",0,8
"Національний авіаційний університет","105","Прикладна фізика та наноматеріали",0,7
"Національний авіаційний університет","113","Прикладна математика",0,10
"Національний авіаційний університет","121","Інженерія програмного забезпечення",15,83
"Національний авіаційний університет","122","Комп'ютерні науки",0,71
"Національний авіаційний університет","122","Комп’ютерні науки та інформаційні технології",15,0
"Національний авіаційний університет","123","Комп’ютерна інженерія",25,129
"Національний авіаційний університет","125","Кібербезпека",36,98
"Національний авіаційний університет","134","Авіаційна та ракетно-космічна техніка",0,22
"Національний авіаційний університет","141","Електроенергетика, електротехніка та електромеханіка",8,22
"Національний авіаційний університет","142","Енергетичне машинобудування",2,0
"Національний авіаційний університет","151","Автоматизація та комп’ютерно-інтегровані технології",5,26
"Національний авіаційний університет","152","Метрологія та інформаційно-вимірювальна техніка",1,4
"Національний авіаційний університет","153","Мікро- та наносистемна техніка",4,10
"Національний авіаційний університет","161","Хімічні технології та інженерія",1,15
"Національний авіаційний університет","162","Біотехнології та біоінженерія",1,6
"Національний авіаційний університет","163","Біомедична інженерія",0,4
"Національний авіаційний університет","171","Електроніка",10,5
"Національний авіаційний університет","172","Телекомунікації та радіотехніка",22,33
"Національний авіаційний університет","173","Авіоніка",3,13
"Національний авіаційний університет","186","Видавництво та поліграфія",0,4
"Національний авіаційний університет","191","Архітектура та містобудування",10,12
"Національний авіаційний університет","192","Будівництво та цивільна інженерія",4,56
"Національний авіаційний університет","193","Геодезія та землеустрій",5,0
"Національний авіаційний університет","231","Соціальна робота",0,15
"Національний авіаційний університет","242","Туризм",0,11
"Національний авіаційний університет","263","Цивільна безпека",2,14
"Національний авіаційний університет","272","Авіаційний транспорт",12,100
"Національний авіаційний університет","275","Транспортні технології",5,52
"Національний авіаційний університет","291","Міжнародні відносини, суспільні комунікації та регіональні студії",0,3
"Національний авіаційний університет","292","Міжнародні економічні відносини",0,4
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","029","Інформаційна, бібліотечна та архівна справа",5,7
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","035","Філологія",0,5
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","051","Економіка",5,1
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","053","Психологія",0,6
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","071","Облік і оподаткування",0,1
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","073","Менеджмент",0,1
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","101","Екологія",0,4
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","103","Науки про Землю",5,6
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","113","Прикладна математика",0,3
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","121","Інженерія програмного забезпечення",25,8
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","122","Комп'ютерні науки",25,9
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","123","Комп’ютерна інженерія",28,38
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","124","Системний аналіз",0,10
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","125","Кібербезпека",0,11
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","126","Інформаційні системи та технології",24,2
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","131","Прикладна механіка",19,26
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","133","Галузеве машинобудування",24,6
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","134","Авіаційна та ракетно-космічна техніка",60,57
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","141","Електроенергетика, електротехніка та електромеханіка",3,15
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","142","Енергетичне машинобудування",9,6
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","144","Теплоенергетика",3,6
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","151","Автоматизація та комп’ютерно-інтегровані технології",5,25
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","152","Метрологія та інформаційно-вимірювальна техніка",9,10
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","163","Біомедична інженерія",0,2
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","172","Телекомунікації та радіотехніка",29,40
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","173","Авіоніка",10,5
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","193","Геодезія та землеустрій",0,11
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","272","Авіаційний транспорт",8,3
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","274","Автомобільний транспорт",0,13
"Національний аерокосмічний університет ім. М. Є. Жуковського ""Харківський авіаційний інститут""","281","Публічне управління та адміністрування",0,1
"Національний педагогічний університет імені М.П. Драгоманова","012","Дошкільна освіта",19,11
"Національний педагогічний університет імені М.П. Драгоманова","013","Початкова освіта",30,24
"Національний педагогічний університет імені М.П. Драгоманова","014","Середня освіта",29,227
"Національний педагогічний університет імені М.П. Драгоманова","015","Професійна освіта",3,17
"Національний педагогічний університет імені М.П. Драгоманова","016","Спеціальна освіта",0,62
"Національний педагогічний університет імені М.П. Драгоманова","017","Фізична культура і спорт",0,8
"Національний педагогічний університет імені М.П. Драгоманова","022","Дизайн",0,4
"Національний педагогічний університет імені М.П. Драгоманова","023","Образотворче мистецтво, декоративне мистецтво, реставрація",3,6
"Національний педагогічний університет імені М.П. Драгоманова","024","Хореографія",2,2
"Національний педагогічний університет імені М.П. Драгоманова","029","Інформаційна, бібліотечна та архівна справа",5,0
"Національний педагогічний університет імені М.П. Драгоманова","032","Історія та археологія",0,8
"Національний педагогічний університет імені М.П. Драгоманова","033","Філософія",0,5
"Національний педагогічний університет імені М.П. Драгоманова","035","Філологія",0,46
"Національний педагогічний університет імені М.П. Драгоманова","053","Психологія",0,48
"Національний педагогічний університет імені М.П. Драгоманова","061","Журналістика",3,0
"Національний педагогічний університет імені М.П. Драгоманова","073","Менеджмент",0,1
"Національний педагогічний університет імені М.П. Драгоманова","081","Право",0,12
"Національний педагогічний університет імені М.П. Драгоманова","104","Фізика та астрономія",0,10
"Національний педагогічний університет імені М.П. Драгоманова","111","Математика",0,14
"Національний педагогічний університет імені М.П. Драгоманова","121","Інженерія програмного забезпечення",10,0
"Національний педагогічний університет імені М.П. Драгоманова","122","Комп'ютерні науки",0,1
"Національний педагогічний університет імені М.П. Драгоманова","227","Фізична терапія, ерготерапія",0,8
"Національний педагогічний університет імені М.П. Драгоманова","231","Соціальна робота",5,31
"Національний педагогічний університет імені М.П. Драгоманова","232","Соціальне забезпечення",0,11
"Національний педагогічний університет імені М.П. Драгоманова","242","Туризм",0,6
"Національний технічний університет ""Харківський політехнічний інститут""","017","Фізична культура і спорт",5,10
"Національний технічний університет ""Харківський політехнічний інститут""","035","Філологія",0,8
"Національний технічний університет ""Харківський політехнічний інститут""","051","Економіка",0,4
"Національний технічний університет ""Харківський політехнічний інститут""","053","Психологія",0,7
"Національний технічний університет ""Харківський політехнічний інститут""","071","Облік і оподаткування",0,10
"Національний технічний університет ""Харківський політехнічний інститут""","072","Фінанси, банківська справа та страхування",0,9
"Національний технічний університет ""Харківський політехнічний інститут""","073","Менеджмент",0,30
"Національний технічний університет ""Харківський політехнічний інститут""","075","Маркетинг",0,9
"Національний технічний університет ""Харківський політехнічний інститут""","076","Підприємництво, торгівля та біржова діяльність",0,8
"Національний технічний університет ""Харківський політехнічний інститут""","101","Екологія",5,9
"Національний технічний університет ""Харківський політехнічний інститут""","105","Прикладна фізика та наноматеріали",6,3
"Національний технічний університет ""Харківський політехнічний інститут""","113","Прикладна математика",0,25
"Національний технічний університет ""Харківський політехнічний інститут""","121","Інженерія програмного забезпечення",2,45
"Національний технічний університет ""Харківський політехнічний інститут""","122","Комп'ютерні науки",0,92
"Національний технічний університет ""Харківський політехнічний інститут""","122","Комп’ютерні науки та інформаційні технології",9,0
"Національний технічний університет ""Харківський політехнічний інститут""","123","Комп’ютерна інженерія",1,73
"Національний технічний університет ""Харківський політехнічний інститут""","124","Системний аналіз",0,13
"Національний технічний університет ""Харківський політехнічний інститут""","131","Прикладна механіка",49,44
"Національний технічний університет ""Харківський політехнічний інститут""","132","Матеріалознавство",5,8
"Національний технічний університет ""Харківський політехнічний інститут""","133","Галузеве машинобудування",27,40
"Національний технічний університет ""Харківський політехнічний інститут""","141","Електроенергетика, електротехніка та електромеханіка",64,93
"Національний технічний університет ""Харківський політехнічний інститут""","142","Енергетичне машинобудування",15,22
"Національний технічний університет ""Харківський політехнічний інститут""","144","Теплоенергетика",5,17
"Національний технічний університет ""Харківський політехнічний інститут""","145","Гідроенергетика",0,12
"Національний технічний університет ""Харківський політехнічний інститут""","151","Автоматизація та комп’ютерно-інтегровані технології",19,73
"Національний технічний університет ""Харківський політехнічний інститут""","152","Метрологія та інформаційно-вимірювальна техніка",18,17
"Національний технічний університет ""Харківський політехнічний інститут""","153","Мікро- та наносистемна техніка",10,12
"Національний технічний університет ""Харківський політехнічний інститут""","161","Хімічні технології та інженерія",19,59
"Національний технічний університет ""Харківський політехнічний інститут""","162","Біотехнології та біоінженерія",0,15
"Національний технічний університет ""Харківський політехнічний інститут""","171","Електроніка",9,11
"Національний технічний університет ""Харківський політехнічний інститут""","172","Телекомунікації та радіотехніка",2,20
"Національний технічний університет ""Харківський політехнічний інститут""","181","Харчові технології",0,19
"Національний технічний університет ""Харківський політехнічний інститут""","185","Нафтогазова інженерія та технології",0,15
"Національний технічний університет ""Харківський політехнічний інститут""","186","Видавництво та поліграфія",1,8
"Національний технічний університет ""Харківський політехнічний інститут""","263","Цивільна безпека",0,4
"Національний технічний університет ""Харківський політехнічний інститут""","273","Залізничний транспорт",0,3
"Національний технічний університет ""Харківський політехнічний інститут""","274","Автомобільний транспорт",17,7
"Національний технічний університет ""Харківський політехнічний інститут""","6.040106","екологія, охорона навколишнього середовища та збалансоване природокористування",1,0
"Національний технічний університет ""Харківський політехнічний інститут""","6.050101","комп’ютерні науки",7,0
"Національний технічний університет ""Харківський політехнічний інститут""","6.050103","програмна інженерія",3,0
"Національний технічний університет ""Харківський політехнічний інститут""","6.050202","автоматизація та комп’ютерно-інтегровані технології",6,0
"Національний технічний університет ""Харківський політехнічний інститут""","6.050501","прикладна механіка",4,0
"Національний технічний університет ""Харківський політехнічний інститут""","6.050503","машинобудування",10,0
"Національний технічний університет ""Харківський політехнічний інститут""","6.050702","електромеханіка",2,0
"Національний технічний університет ""Харківський політехнічний інститут""","6.051301","хімічна технологія",4,0
"Національний технічний університет ""Харківський політехнічний інститут""","6.070105","рухомий склад залізниць",1,0
"Національний технічний університет ""Харківський політехнічний інститут""","6.070106","автомобільний транспорт",2,0
"Національний технічний університет ""Харківський політехнічний інститут""","6.170202","охорона праці",1,0
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","023","Образотворче мистецтво, декоративне мистецтво, реставрація",0,8
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","035","Філологія",0,35
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","051","Економіка",0,50
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","054","Соціологія",0,11
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","061","Журналістика",0,13
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","073","Менеджмент",0,82
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","075","Маркетинг",0,14
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","081","Право",0,27
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","101","Екологія",0,16
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","104","Фізика та астрономія",0,18
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","105","Прикладна фізика та наноматеріали",0,46
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","111","Математика",0,38
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","113","Прикладна математика",0,130
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","121","Інженерія програмного забезпечення",0,245
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","122","Комп'ютерні науки",0,246
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","123","Комп’ютерна інженерія",0,202
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","124","Системний аналіз",0,118
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","125","Кібербезпека",0,80
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","126","Інформаційні системи та технології",0,185
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","131","Прикладна механіка",34,176
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","132","Матеріалознавство",2,19
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","133","Галузеве машинобудування",15,139
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","134","Авіаційна та ракетно-космічна техніка",8,37
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","136","Металургія",5,19
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","141","Електроенергетика, електротехніка та електромеханіка",102,212
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","142","Енергетичне машинобудування",0,10
"Національний технічний університет України «Київський політехнічний інститут імені Ігоря Сікорського»","143","Атомна енергетика",0,39
