"spec","ms.perc_cont","ms.perc_bud","vnz","ms_un_perc_bud","ms_un_perc_cont"
"191 архітектура та містобудування","10.44","13","Київський національний університет будівництва і архітектури","15",0
"191 архітектура та містобудування","10.44","13","Національний університет ""Львівська політехніка""","1.98",0
"191 архітектура та містобудування","10.44","13","Національний університет водного господарства та природокористування","28.57",0
"191 архітектура та містобудування","10.44","13","Чернівецький національний університет імені Юрія Федьковича","54.55",0
"192 будівництво та цивільна інженерія","64.83","44.9","Національний університет біоресурсів і природокористування України","31.25",0
"192 будівництво та цивільна інженерія","64.83","44.9","Дніпропетровський державний аграрно-економічний університет","0",42.11
"192 будівництво та цивільна інженерія","64.83","44.9","Харківський національний університет міського господарства імені О.М. Бекетова","71.94",0
"192 будівництво та цивільна інженерія","64.83","44.9","Харківський національний університет будівництва та архітектури","33.02",0
"192 будівництво та цивільна інженерія","64.83","44.9","Полтавський національний технічний університет імені Юрія Кондратюка","52.08",0
"192 будівництво та цивільна інженерія","64.83","44.9","Східноукраїнський національний університет імені Володимира Даля","55.56",0
"192 будівництво та цивільна інженерія","64.83","44.9","Одеська державна академія будівництва та архітектури","63.85",0
"192 будівництво та цивільна інженерія","64.83","44.9","Тернопільський національний технічний університет імені Івана Пулюя","38.46",0
"192 будівництво та цивільна інженерія","64.83","44.9","Центральноукраїнський національний технічний університет","78.57",0
"192 будівництво та цивільна інженерія","64.83","44.9","Чернівецький національний університет імені Юрія Федьковича","53.57",0
"192 будівництво та цивільна інженерія","64.83","44.9","Донбаський державний технічний університет","77.78",0
"192 будівництво та цивільна інженерія","64.83","44.9","Одеський національний морський університет","46.67",0
"192 будівництво та цивільна інженерія","64.83","44.9","Івано-Франківський національний технічний університет нафти і газу","31.25",0
"192 будівництво та цивільна інженерія","64.83","44.9","Національний університет ""Львівська політехніка""","19.86",0
"192 будівництво та цивільна інженерія","64.83","44.9","Глухівський агротехнічний інститут імені С.А. Ковпака Сумського національного аграрного університету","100",0
"192 будівництво та цивільна інженерія","64.83","44.9","Луганський національний аграрний університет","32.43",0
"192 будівництво та цивільна інженерія","64.83","44.9","Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""","33.33",52.63
"192 будівництво та цивільна інженерія","64.83","44.9","Дніпропетровський національний університет залізничного транспорту імені академіка В. Лазаряна","49.02",0
"192 будівництво та цивільна інженерія","64.83","44.9","Вінницький національний технічний університет","34.09",0
"192 будівництво та цивільна інженерія","64.83","44.9","Київський національний університет будівництва і архітектури","38.28",0
"192 будівництво та цивільна інженерія","64.83","44.9","Національний транспортний університет","40",0
"192 будівництво та цивільна інженерія","64.83","44.9","Український державний університет залізничного транспорту","60",0
"192 будівництво та цивільна інженерія","64.83","44.9","Національний університет водного господарства та природокористування","39.68",0
"192 будівництво та цивільна інженерія","64.83","44.9","Державний вищий навчальний заклад ""Ужгородський національний університет""","14.29",0
"192 будівництво та цивільна інженерія","64.83","44.9","Державний вищий навчальний заклад ""Херсонський державний аграрний університет""","62.5",0
"192 будівництво та цивільна інженерія","64.83","44.9","Чернігівський національний технологічний університет","21.28",0
"192 будівництво та цивільна інженерія","64.83","44.9","Черкаський державний технологічний університет","33.33",0
"192 будівництво та цивільна інженерія","64.83","44.9","Національний авіаційний університет","6.67",0
"192 будівництво та цивільна інженерія","64.83","44.9","Державний вищий навчальний заклад ""Національний гірничий університет""","55.56",0
"192 будівництво та цивільна інженерія","64.83","44.9","Сумський національний аграрний університет","74.29",0
"192 будівництво та цивільна інженерія","64.83","44.9","Державний вищий навчальний заклад ""Криворізький національний університет""","55.36",56.25
"192 будівництво та цивільна інженерія","64.83","44.9","Запорізький національний технічний університет","70",0
"192 будівництво та цивільна інженерія","64.83","44.9","Запорізька державна інженерна академія","26.67",0
"192 будівництво та цивільна інженерія","64.83","44.9","Донбаська національна академія будівництва і архітектури","68.33",0
"192 будівництво та цивільна інженерія","64.83","44.9","Державний вищий навчальний заклад ""Приазовський державний технічний університет""","78.95",0
"192 будівництво та цивільна інженерія","64.83","44.9","Львівський національний аграрний університет","47.22",0
"192 будівництво та цивільна інженерія","64.83","44.9","Луцький національний технічний університет","40.7",45
"193 геодезія та землеустрій","36.7","36.48","Державний вищий навчальний заклад ""Ужгородський національний університет""","23.53",0
"193 геодезія та землеустрій","36.7","36.48","Уманський національний університет садівництва","72.73",0
"193 геодезія та землеустрій","36.7","36.48","Київський національний університет будівництва і архітектури","29.41",0
"193 геодезія та землеустрій","36.7","36.48","Одеський державний аграрний університет","75",0
"193 геодезія та землеустрій","36.7","36.48","Житомирський національний агроекологічний університет","41.67",0
"193 геодезія та землеустрій","36.7","36.48","Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""","41.67",0
"193 геодезія та землеустрій","36.7","36.48","Національний університет біоресурсів і природокористування України","32.76",0
"193 геодезія та землеустрій","36.7","36.48","Харківський національний аграрний університет ім. В.В. Докучаєва","66.67",0
"193 геодезія та землеустрій","36.7","36.48","Чорноморський національний університет імені Петра Могили","40",0
"193 геодезія та землеустрій","36.7","36.48","Національний транспортний університет","41.67",0
"193 геодезія та землеустрій","36.7","36.48","Київський національний університет імені Тараса Шевченка","11.9",0
"193 геодезія та землеустрій","36.7","36.48","Білоцерківський національний аграрний університет","65.22",0
"193 геодезія та землеустрій","36.7","36.48","Національний університет водного господарства та природокористування","28.57",0
"193 геодезія та землеустрій","36.7","36.48","Львівський національний аграрний університет","57.69",0
"193 геодезія та землеустрій","36.7","36.48","Полтавський національний технічний університет імені Юрія Кондратюка","62.5",0
"193 геодезія та землеустрій","36.7","36.48","Одеська державна академія будівництва та архітектури","57.14",0
"193 геодезія та землеустрій","36.7","36.48","Державний вищий навчальний заклад ""Національний гірничий університет""","15.38",0
"193 геодезія та землеустрій","36.7","36.48","Подільський державний аграрно-технічний університет","76.92",0
"193 геодезія та землеустрій","36.7","36.48","Черкаський державний технологічний університет","62.5",0
"193 геодезія та землеустрій","36.7","36.48","Державний вищий навчальний заклад ""Донецький національний технічний університет""","33.33",0
"193 геодезія та землеустрій","36.7","36.48","Національний авіаційний університет","100",0
"193 геодезія та землеустрій","36.7","36.48","Сумський національний аграрний університет","44.44",0
"193 геодезія та землеустрій","36.7","36.48","Луганський національний аграрний університет","62.5",0
"193 геодезія та землеустрій","36.7","36.48","Національний університет ""Львівська політехніка""","9.8",0
"193 геодезія та землеустрій","36.7","36.48","Чернівецький національний університет імені Юрія Федьковича","16.67",0
"193 геодезія та землеустрій","36.7","36.48","Харківський національний університет міського господарства імені О.М. Бекетова","26.32",0
"193 геодезія та землеустрій","36.7","36.48","Державний вищий навчальний заклад ""Херсонський державний аграрний університет""","45.45",0
"193 геодезія та землеустрій","36.7","36.48","Івано-Франківський національний технічний університет нафти і газу","23.81",0
"201 агрономія","44.15","39.84","Центральноукраїнський національний технічний університет","18.18",0
"201 агрономія","44.15","39.84","Подільський державний аграрно-технічний університет","83.33",43.86
"201 агрономія","44.15","39.84","Білоцерківський національний аграрний університет","54.79",0
"201 агрономія","44.15","39.84","Одеський державний аграрний університет","59.09",28.57
"201 агрономія","44.15","39.84","Таврійський державний агротехнологічний університет","62.5",0
"201 агрономія","44.15","39.84","Житомирський національний агроекологічний університет","31.25",0
"201 агрономія","44.15","39.84","Уманський національний університет садівництва","41.56",0
"201 агрономія","44.15","39.84","Національний університет водного господарства та природокористування","20.83",0
"201 агрономія","44.15","39.84","Луганський національний аграрний університет","73.49",0
"201 агрономія","44.15","39.84","Львівський національний аграрний університет","49.02",0
"201 агрономія","44.15","39.84","Дніпропетровський державний аграрно-економічний університет","21.31",0
"201 агрономія","44.15","39.84","Полтавська державна аграрна академія","32.67",39.81
"201 агрономія","44.15","39.84","Національний університет біоресурсів і природокористування України","25.21",0
"201 агрономія","44.15","39.84","Вінницький національний аграрний університет","18.18",0
"201 агрономія","44.15","39.84","Державний вищий навчальний заклад ""Херсонський державний аграрний університет""","45.45",0
"201 агрономія","44.15","39.84","Сумський національний аграрний університет","58.82",0
"201 агрономія","44.15","39.84","Харківський національний аграрний університет ім. В.В. Докучаєва","22.12",7.69
"201 агрономія","44.15","39.84","Державний заклад ""Луганський національний університет імені Тараса Шевченка""","47.06",0
"202 захист і карантин рослин","33.33","35.07","Уманський національний університет садівництва","100",0
"202 захист і карантин рослин","33.33","35.07","Житомирський національний агроекологічний університет","55.56",0
"202 захист і карантин рослин","33.33","35.07","Сумський національний аграрний університет","27.78",0
"202 захист і карантин рослин","33.33","35.07","Національний університет біоресурсів і природокористування України","26.67",0
"202 захист і карантин рослин","33.33","35.07","Львівський національний аграрний університет","50",0
"202 захист і карантин рослин","33.33","35.07","Харківський національний аграрний університет ім. В.В. Докучаєва","6.25",0
"203 садівництво та виноградарство","20","44.21","Національний університет біоресурсів і природокористування України","50",0
"203 садівництво та виноградарство","20","44.21","Уманський національний університет садівництва","64.52",0
"203 садівництво та виноградарство","20","44.21","Львівський національний аграрний університет","35.71",0
"203 садівництво та виноградарство","20","44.21","Подільський державний аграрно-технічний університет","41.67",0
"204 технологія виробництва та переробки продукції тваринництва","35.7","43.2","Харківська державна зооветеринарна академія","40",0
"204 технологія виробництва та переробки продукції тваринництва","35.7","43.2","Подільський державний аграрно-технічний університет","71.43",20
"204 технологія виробництва та переробки продукції тваринництва","35.7","43.2","Львівський національний університет ветеринарної медицини та біотехнологій  імені С.З. Гжицького","64.94",40
"204 технологія виробництва та переробки продукції тваринництва","35.7","43.2","Сумський національний аграрний університет","25.86",0
"204 технологія виробництва та переробки продукції тваринництва","35.7","43.2","Білоцерківський національний аграрний університет","54.46",0
"204 технологія виробництва та переробки продукції тваринництва","35.7","43.2","Житомирський національний агроекологічний університет","28.99",0
"204 технологія виробництва та переробки продукції тваринництва","35.7","43.2","Державний вищий навчальний заклад ""Херсонський державний аграрний університет""","55.56",0
"204 технологія виробництва та переробки продукції тваринництва","35.7","43.2","Дніпропетровський державний аграрно-економічний університет","27.03",0
"204 технологія виробництва та переробки продукції тваринництва","35.7","43.2","Одеський державний аграрний університет","33.33",0
"204 технологія виробництва та переробки продукції тваринництва","35.7","43.2","Національний університет біоресурсів і природокористування України","48.15",0
"204 технологія виробництва та переробки продукції тваринництва","35.7","43.2","Луганський національний аграрний університет","73.33",0
"204 технологія виробництва та переробки продукції тваринництва","35.7","43.2","Полтавська державна аграрна академія","36.99",0
"204 технологія виробництва та переробки продукції тваринництва","35.7","43.2","Вінницький національний аграрний університет","43.48",0
"205 лісове господарство","63.68","47.98","Національний університет біоресурсів і природокористування України","64.18",0
"205 лісове господарство","63.68","47.98","Білоцерківський національний аграрний університет","50",0
"205 лісове господарство","63.68","47.98","Житомирський національний агроекологічний університет","45.45",0
"205 лісове господарство","63.68","47.98","Луганський національний аграрний університет","33.33",0
"205 лісове господарство","63.68","47.98","Уманський національний університет садівництва","57.14",0
"205 лісове господарство","63.68","47.98","Мелітопольський державний педагогічний університет імені Богдана Хмельницького","100",0
"205 лісове господарство","63.68","47.98","Харківський національний технічний університет сільського господарства імені Петра Василенка","55.56",0
"205 лісове господарство","63.68","47.98","Харківський національний аграрний університет ім. В.В. Докучаєва","36.59",0
"205 лісове господарство","63.68","47.98","Надслучанський інститут Національного університету водного господарства та природокористування","76.92",0
"205 лісове господарство","63.68","47.98","Державний заклад ""Луганський національний університет імені Тараса Шевченка""","100",0
"205 лісове господарство","63.68","47.98","Державний вищий навчальний заклад ""Херсонський державний аграрний університет""","62.5",0
"205 лісове господарство","63.68","47.98","Харківська державна зооветеринарна академія","50",0
"205 лісове господарство","63.68","47.98","Державний вищий навчальний заклад ""Національний лісотехнічний університет України""","68.13",0
"205 лісове господарство","63.68","47.98","Чернівецький національний університет імені Юрія Федьковича","100",0
"206 садово-паркове господарство","35.64","39.89","Державний вищий навчальний заклад ""Херсонський державний аграрний університет""","62.5",0
"206 садово-паркове господарство","35.64","39.89","Подільський державний аграрно-технічний університет","55.56",0
"206 садово-паркове господарство","35.64","39.89","Білоцерківський національний аграрний університет","33.33",0
"206 садово-паркове господарство","35.64","39.89","Мелітопольський державний педагогічний університет імені Богдана Хмельницького","100",0
"206 садово-паркове господарство","35.64","39.89","Національний університет біоресурсів і природокористування України","43.48",0
"206 садово-паркове господарство","35.64","39.89","Уманський національний університет садівництва","38.46",0
"206 садово-паркове господарство","35.64","39.89","Сумський національний аграрний університет","66.67",0
"206 садово-паркове господарство","35.64","39.89","Відокремлений підрозділ Національного університету біоресурсів і природокористування України ""Бережанський агротехнічний інститут""","0",12.5
"206 садово-паркове господарство","35.64","39.89","Державний вищий навчальний заклад ""Національний лісотехнічний університет України""","83.33",0
"206 садово-паркове господарство","35.64","39.89","Комунальний вищий навчальний заклад «Хортицька національна навчально-реабілітаційна академія» Запорізької обласної ради","63.64",0
"206 садово-паркове господарство","35.64","39.89","Харківський національний університет міського господарства імені О.М. Бекетова","38.46",0
"206 садово-паркове господарство","35.64","39.89","Київський національний університет імені Тараса Шевченка","26.32",0
"207 водні біоресурси та аквакультура","19.18","37.72","Одеський державний екологічний університет","100",0
"207 водні біоресурси та аквакультура","19.18","37.72","Державний вищий навчальний заклад ""Херсонський державний аграрний університет""","58.82",0
"207 водні біоресурси та аквакультура","19.18","37.72","Національний університет біоресурсів і природокористування України","33.33",0
"207 водні біоресурси та аквакультура","19.18","37.72","Житомирський національний агроекологічний університет","26.67",0
"207 водні біоресурси та аквакультура","19.18","37.72","Львівський національний університет ветеринарної медицини та біотехнологій  імені С.З. Гжицького","31.25",0
"207 водні біоресурси та аквакультура","19.18","37.72","Харківська державна зооветеринарна академія","100",0
"207 водні біоресурси та аквакультура","19.18","37.72","Національний університет водного господарства та природокористування","16.67",0
"207 водні біоресурси та аквакультура","19.18","37.72","Білоцерківський національний аграрний університет","41.67",0
"208 агроінженерія","81.27","56.83","Львівський національний аграрний університет","50",0
"208 агроінженерія","81.27","56.83","Луганський національний аграрний університет","86.41",0
"208 агроінженерія","81.27","56.83","Центральноукраїнський національний технічний університет","78.72",0
"208 агроінженерія","81.27","56.83","Відокремлений підрозділ Національного університету біоресурсів і природокористування України ""Немішаївський агротехнічний коледж""","100",0
"208 агроінженерія","81.27","56.83","Національний університет біоресурсів і природокористування України","63.64",82.22
"208 агроінженерія","81.27","56.83","Відокремлений підрозділ Національного університету біоресурсів і природокористування України ""Ніжинський агротехнічний інститут""","58.82",0
"208 агроінженерія","81.27","56.83","Харківський національний технічний університет сільського господарства імені Петра Василенка","54.62",0
"208 агроінженерія","81.27","56.83","Уманський національний університет садівництва","50.91",0
"208 агроінженерія","81.27","56.83","Таврійський державний агротехнологічний університет","71.43",0
"208 агроінженерія","81.27","56.83","Відокремлений підрозділ Національного університету біоресурсів і природокористування України ""Бережанський агротехнічний інститут""","60.61",0
"208 агроінженерія","81.27","56.83","Одеський державний аграрний університет","66.67",0
"208 агроінженерія","81.27","56.83","Житомирський національний агроекологічний університет","26.32",0
"208 агроінженерія","81.27","56.83","Вінницький національний аграрний університет","28.99",0
"208 агроінженерія","81.27","56.83","Дніпропетровський державний аграрно-економічний університет","32.47",0
"208 агроінженерія","81.27","56.83","Сумський національний аграрний університет","75",0
"208 агроінженерія","81.27","56.83","Полтавська державна аграрна академія","25.58",85.06
"208 агроінженерія","81.27","56.83","Глухівський агротехнічний інститут імені С.А. Ковпака Сумського національного аграрного університету","100",0
"208 агроінженерія","81.27","56.83","Подільський державний аграрно-технічний університет","82.19",90.62
"211 ветеринарна медицина","67.45","90.41","Житомирський національний агроекологічний університет","100",0
"211 ветеринарна медицина","67.45","90.41","Сумський національний аграрний університет","76.47",0
"211 ветеринарна медицина","67.45","90.41","Харківська державна зооветеринарна академія","100",0
"211 ветеринарна медицина","67.45","90.41","Одеський державний аграрний університет","48.39",0
"211 ветеринарна медицина","67.45","90.41","Подільський державний аграрно-технічний університет","73.53",67.69
"211 ветеринарна медицина","67.45","90.41","Полтавська державна аграрна академія","100",0
"211 ветеринарна медицина","67.45","90.41","Національний університет біоресурсів і природокористування України","100",0
"211 ветеринарна медицина","67.45","90.41","Луганський національний аграрний університет","100",0
"211 ветеринарна медицина","67.45","90.41","Дніпропетровський державний аграрно-економічний університет","100",0
"211 ветеринарна медицина","67.45","90.41","Білоцерківський національний аграрний університет","100",0
"211 ветеринарна медицина","67.45","90.41","Львівський національний університет ветеринарної медицини та біотехнологій  імені С.З. Гжицького","100",0
"223 медсестринство","90.69","71.43","Вищий навчальний комунальний заклад Львівської обласної ради ""Львівський інститут медсестринства та лабораторної медицини  ім. Андрея Крупинського""","66.67",0
"223 медсестринство","90.69","71.43","Черкаська медична академія","81.08",0
"223 медсестринство","90.69","71.43","Харківський національний медичний університет","100",0
"223 медсестринство","90.69","71.43","Державний вищий навчальний заклад ""Ужгородський національний університет""","100",0
"223 медсестринство","90.69","71.43","Комунальний вищий навчальний заклад ""Житомирський інститут медсестринства"" Житомирської обласної ради","54.05",0
"224 технології медичної діагностики та лікування","25.41","32.61","Комунальний вищий навчальний заклад ""Житомирський інститут медсестринства"" Житомирської обласної ради","50",0
"224 технології медичної діагностики та лікування","25.41","32.61","Вищий навчальний комунальний заклад Львівської обласної ради ""Львівський інститут медсестринства та лабораторної медицини  ім. Андрея Крупинського""","62.5",0
"226 фармація, промислова фармація","30.77","53.01","Київський національний університет технологій та дизайну","45.45",0
"226 фармація, промислова фармація","30.77","53.01","Черкаська медична академія","81.25",0
"227 фізична реабілітація","98.74","100","Національний університет фізичного виховання і спорту України","100",0
"227 фізична терапія, ерготерапія","30.13","26.2","Комунальний вищий навчальний заклад «Хортицька національна навчально-реабілітаційна академія» Запорізької обласної ради","50",0
"227 фізична терапія, ерготерапія","30.13","26.2","Національний університет водного господарства та природокористування","42.86",0
"227 фізична терапія, ерготерапія","30.13","26.2","Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","15.79",0
"227 фізична терапія, ерготерапія","30.13","26.2","Чернівецький національний університет імені Юрія Федьковича","27.27",0
"227 фізична терапія, ерготерапія","30.13","26.2","Східноукраїнський національний університет імені Володимира Даля","0",50
"227 фізична терапія, ерготерапія","30.13","26.2","Сумський державний університет","75",0
"227 фізична терапія, ерготерапія","30.13","26.2","Державний заклад ""Луганський національний університет імені Тараса Шевченка""","100",0
"227 фізична терапія, ерготерапія","30.13","26.2","Східноєвропейський національний університет імені Лесі Українки","42.86",0
"227 фізична терапія, ерготерапія","30.13","26.2","Львівський державний університет фізичної культури","33.9",0
"227 фізична терапія, ерготерапія","30.13","26.2","Сумський державний педагогічний університет імені А.С. Макаренка","100",0
"227 фізична терапія, ерготерапія","30.13","26.2","Полтавський національний технічний університет імені Юрія Кондратюка","66.67",0
"231 соціальна робота","29.1","16.91","Ніжинський державний університет імені Миколи Гоголя","30.77",37.5
"231 соціальна робота","29.1","16.91","Глухівський національний педагогічний університет імені Олександра Довженка","87.5",0
"231 соціальна робота","29.1","16.91","Сумський державний університет","41.18",0
"231 соціальна робота","29.1","16.91","Тернопільський національний педагогічний університет імені Володимира Гнатюка","51.72",55.56
"231 соціальна робота","29.1","16.91","Донецький державний університет управління","20",0
"231 соціальна робота","29.1","16.91","Одеський національний університет імені І. І. Мечникова","58.82",0
"231 соціальна робота","29.1","16.91","Комунальний заклад ""Харківська гуманітарно-педагогічна академія"" Харківської обласної ради","41.86",0
"231 соціальна робота","29.1","16.91","Державний заклад «Південноукраїнський національний педагогічний університет імені К.Д. Ушинського»","0",13.33
"231 соціальна робота","29.1","16.91","Чернігівський національний технологічний університет","34.48",0
"231 соціальна робота","29.1","16.91","Бердянський державний педагогічний університет","0",39.13
"231 соціальна робота","29.1","16.91","Державний вищий навчальний заклад ""Криворізький державний педагогічний університет""","0",28.57
"231 соціальна робота","29.1","16.91","Черкаський національний університет імені Богдана Хмельницького","45.45",0
"231 соціальна робота","29.1","16.91","Тернопільський національний економічний університет","26.92",0
"231 соціальна робота","29.1","16.91","Державний вищий навчальний заклад ""Переяслав-Хмельницький державний педагогічний університет імені Григорія Сковороди""","61.54",0
"231 соціальна робота","29.1","16.91","Національний педагогічний університет імені М.П. Драгоманова","13.89",0
"231 соціальна робота","29.1","16.91","Уманський державний педагогічний університет імені Павла Тичини","58.82",0
"231 соціальна робота","29.1","16.91","Державний заклад ""Луганський національний університет імені Тараса Шевченка""","20.37",0
"231 соціальна робота","29.1","16.91","Національний університет біоресурсів і природокористування України","25",0
"231 соціальна робота","29.1","16.91","Запорізький національний технічний університет","0",2.78
"231 соціальна робота","29.1","16.91","Сумський державний педагогічний університет імені А.С. Макаренка","55.56",0
"241 готельно-ресторанна справа","23.84","16.19","Донецький національний університет економіки і торгівлі імені Михайла Туган-Барановського","22.22",0
"241 готельно-ресторанна справа","23.84","16.19","Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","25",28.87
"241 готельно-ресторанна справа","23.84","16.19","Львівський державний університет фізичної культури","66.67",0
"241 готельно-ресторанна справа","23.84","16.19","Київський університет туризму, економіки і права","0",54.35
"241 готельно-ресторанна справа","23.84","16.19","Національний університет харчових технологій","65.22",0
"241 готельно-ресторанна справа","23.84","16.19","Одеська національна академія харчових технологій","90.91",0
"242 туризм","11.11","3.95","Запорізький національний технічний університет","0",22.05
"242 туризм","11.11","3.95","""Закарпатський угорський інститут імені Ференца Ракоці ІІ""","0",17.65
"242 туризм","11.11","3.95","Львівський національний університет ветеринарної медицини та біотехнологій  імені С.З. Гжицького","88.89",0
"242 туризм","11.11","3.95","Державний вищий навчальний заклад ""Прикарпатський національний університет імені Василя Стефаника""","20",0
"242 туризм","11.11","3.95","Національний університет харчових технологій","28.57",0
